local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000009,Ealing,E01001296,Ealing 017C,394000,450000
E09000017,Hillingdon,E01002397,Hillingdon 021C,255000,403000
E09000017,Hillingdon,E01002515,Hillingdon 015D,355000,465000
E09000022,Lambeth,E01003079,Lambeth 027A,555000,500000
E09000022,Lambeth,E01003153,Lambeth 029D,407500,422500
E09000004,Bexley,E01000396,Bexley 018C,365000,480000
E09000006,Bromley,E01000712,Bromley 012A,390000,397300
E09000006,Bromley,E01000801,Bromley 015E,320000,236000
E09000014,Haringey,E01002026,Haringey 016A,420000,
E09000018,Hounslow,E01033082,Hounslow 003G,399950,375000
E09000022,Lambeth,E01003119,Lambeth 032C,385500,550000
E09000023,Lewisham,E01003268,Lewisham 023B,417500,450000
E09000024,Merton,E01003368,Merton 008A,465000,515000
E09000025,Newham,E01003550,Newham 001D,379500,345000
E09000025,Newham,E01003559,Newham 009D,441000,426000
E09000029,Sutton,E01004094,Sutton 025B,319000,405000
E09000005,Brent,E01000485,Brent 006C,352500,463000
E09000016,Havering,E01002320,Havering 021A,400000,435500
E09000015,Harrow,E01002204,Harrow 032A,365000,490000
E09000010,Enfield,E01001523,Enfield 019C,463750,415000
E09000028,Southwark,E01004051,Southwark 027E,420000,452500
E09000023,Lewisham,E01003295,Lewisham 017D,406000,440000
E09000030,Tower Hamlets,E01004271,Tower Hamlets 014C,408750,427500
E09000027,Richmond upon Thames,E01003833,Richmond upon Thames 020F,312500,395000
E09000017,Hillingdon,E01002532,Hillingdon 028E,432000,365000
E09000017,Hillingdon,E01002439,Hillingdon 003B,362500,430000
E09000006,Bromley,E01000671,Bromley 020D,352500,396500
E09000006,Bromley,E01000734,Bromley 028B,263500,450000
E09000008,Croydon,E01001126,Croydon 034H,327500,394750
E09000009,Ealing,E01001276,Ealing 011A,270636,565000
E09000009,Ealing,E01001278,Ealing 011C,405000,497500
E09000009,Ealing,E01001326,Ealing 008C,300000,375000
E09000009,Ealing,E01001344,Ealing 007A,420000,355000
E09000010,Enfield,E01001419,Enfield 020A,430000,413500
E09000011,Greenwich,E01001610,Greenwich 023C,407500,445000
E09000011,Greenwich,E01001686,Greenwich 020E,269500,397000
E09000015,Harrow,E01002131,Harrow 023D,402250,480000
E09000016,Havering,E01002386,Havering 022E,365000,567500
E09000017,Hillingdon,E01002411,Hillingdon 022A,351000,400000
E09000021,Kingston upon Thames,E01002946,Kingston upon Thames 019C,375000,400000
E09000023,Lewisham,E01003193,Lewisham 029A,427500,435000
E09000023,Lewisham,E01003285,Lewisham 016C,360000,372500
E09000023,Lewisham,E01003305,Lewisham 003E,377500,615000
E09000024,Merton,E01003434,Merton 017E,377250,439750
E09000024,Merton,E01003441,Merton 022E,342500,371250
E09000030,Tower Hamlets,E01004319,Tower Hamlets 021A,,625000
E09000030,Tower Hamlets,E01004322,Tower Hamlets 017A,,
E09000031,Waltham Forest,E01004403,Waltham Forest 009E,427500,480000
E09000031,Waltham Forest,E01004421,Waltham Forest 018B,457500,595000
E09000002,Barking and Dagenham,E01000071,Barking and Dagenham 011E,437500,345000
E09000004,Bexley,E01000399,Bexley 029B,424998,425000
E09000006,Bromley,E01000714,Bromley 006D,372000,472500
E09000026,Redbridge,E01003663,Redbridge 019C,360000,438000
E09000026,Redbridge,E01003700,Redbridge 006C,413000,400000
E09000004,Bexley,E01000407,Bexley 005D,212500,295000
E09000025,Newham,E01033577,Newham 037E,774000,550310
E09000031,Waltham Forest,E01004338,Waltham Forest 027C,539750,425000
E09000008,Croydon,E01001095,Croydon 031D,326000,442000
E09000017,Hillingdon,E01002428,Hillingdon 018F,435000,457500
E09000025,Newham,E01003615,Newham 013C,492500,
E09000014,Haringey,E01002073,Haringey 024D,453500,460000
E09000008,Croydon,E01000979,Croydon 022E,440000,433000
E09000011,Greenwich,E01001660,Greenwich 029D,375000,470000
E09000012,Hackney,E01001722,Hackney 029A,457500,600000
E09000014,Haringey,E01002102,Haringey 007C,650000,450000
E09000016,Havering,E01002252,Havering 018A,390000,430000
E09000017,Hillingdon,E01002401,Hillingdon 024B,334000,387500
E09000018,Hounslow,E01002643,Hounslow 015B,270000,432834
E09000028,Southwark,E01004007,Southwark 018E,375000,
E09000029,Sutton,E01004139,Sutton 013D,390000,414500
E09000010,Enfield,E01001403,Enfield 021E,375000,428500
E09000030,Tower Hamlets,E01004257,Tower Hamlets 024D,,
E09000023,Lewisham,E01003205,Lewisham 007D,357000,
E09000008,Croydon,E01000994,Croydon 009A,370000,387000
E09000015,Harrow,E01002224,Harrow 031E,392500,413500
E09000029,Sutton,E01004099,Sutton 015C,390000,345000
E09000023,Lewisham,E01003217,Lewisham 022A,412000,517500
E09000004,Bexley,E01000443,Bexley 024B,363500,424250
E09000005,Brent,E01000616,Brent 020A,412500,370000
E09000025,Newham,E01003520,Newham 018A,297500,390000
E09000031,Waltham Forest,E01004422,Waltham Forest 022A,460000,481250
E09000014,Haringey,E01001969,Haringey 001A,377500,475000
E09000031,Waltham Forest,E01004436,Waltham Forest 021B,465000,522500
E09000029,Sutton,E01004159,Sutton 014C,375000,410000
E09000030,Tower Hamlets,E01004201,Tower Hamlets 002D,490000,468250
E09000010,Enfield,E01001540,Enfield 008C,352500,472000
E09000031,Waltham Forest,E01004330,Waltham Forest 028D,445000,550000
E09000002,Barking and Dagenham,E01000070,Barking and Dagenham 011D,459250,535000
E09000003,Barnet,E01000297,Barnet 027D,562500,470000
E09000004,Bexley,E01000344,Bexley 025B,390000,418000
E09000004,Bexley,E01000362,Bexley 015B,375500,395000
E09000005,Brent,E01000631,Brent 019C,,
E09000006,Bromley,E01000659,Bromley 039E,350000,400000
E09000006,Bromley,E01000754,Bromley 031B,390000,487500
E09000008,Croydon,E01001099,Croydon 040D,390000,410000
E09000009,Ealing,E01001259,Ealing 014B,440000,392500
E09000009,Ealing,E01001290,Ealing 022D,425000,736250
E09000016,Havering,E01002286,Havering 025C,370000,470000
E09000016,Havering,E01002288,Havering 025D,422500,466747
E09000016,Havering,E01002379,Havering 012D,310000,360000
E09000017,Hillingdon,E01002546,Hillingdon 023D,360000,410000
E09000018,Hounslow,E01002630,Hounslow 012A,384975,520000
E09000018,Hounslow,E01002680,Hounslow 009D,389475,320000
E09000023,Lewisham,E01003278,Lewisham 011C,455000,525000
E09000023,Lewisham,E01003282,Lewisham 013A,433503,550000
E09000024,Merton,E01003370,Merton 005C,406500,450000
E09000024,Merton,E01003419,Merton 025C,375000,427000
E09000024,Merton,E01003469,Merton 020D,350000,330000
E09000025,Newham,E01003543,Newham 001A,512500,518500
E09000025,Newham,E01003554,Newham 009C,502500,511250
E09000026,Redbridge,E01003766,Redbridge 024A,370000,
E09000028,Southwark,E01003932,Southwark 034B,655000,
E09000030,Tower Hamlets,E01004198,Tower Hamlets 002B,475000,447500
E09000030,Tower Hamlets,E01004270,Tower Hamlets 014B,580000,540000
E09000031,Waltham Forest,E01004368,Waltham Forest 019E,362500,685000
E09000031,Waltham Forest,E01004426,Waltham Forest 022D,380625,560000
E09000031,Waltham Forest,E01004457,Waltham Forest 012B,384682,472750
E09000015,Harrow,E01002118,Harrow 002E,375000,505750
E09000018,Hounslow,E01002641,Hounslow 018A,222500,
E09000021,Kingston upon Thames,E01002923,Kingston upon Thames 013A,380000,390000
E09000030,Tower Hamlets,E01004312,Tower Hamlets 009A,,496525
E09000032,Wandsworth,E01004536,Wandsworth 008B,348433,358000
E09000023,Lewisham,E01003235,Lewisham 038A,322550,440000
E09000030,Tower Hamlets,E01004233,Tower Hamlets 003D,427750,468000
E09000031,Waltham Forest,E01004402,Waltham Forest 009D,430000,525000
E09000031,Waltham Forest,E01004362,Waltham Forest 021A,410000,410000
E09000003,Barnet,E01000150,Barnet 036A,302500,515000
E09000026,Redbridge,E01003772,Redbridge 024D,402500,437500
E09000030,Tower Hamlets,E01004256,Tower Hamlets 024C,375000,327500
E09000023,Lewisham,E01003315,Lewisham 024D,427475,510175
E09000003,Barnet,E01000316,Barnet 027E,380000,637500
E09000006,Bromley,E01000711,Bromley 006C,385000,420000
E09000009,Ealing,E01001203,Ealing 025D,497500,402500
E09000012,Hackney,E01001849,Hackney 018D,393500,600000
E09000021,Kingston upon Thames,E01002954,Kingston upon Thames 003D,350000,360250
E09000024,Merton,E01003420,Merton 025D,419750,420000
E09000029,Sutton,E01004095,Sutton 025C,525000,708250
E09000003,Barnet,E01000148,Barnet 030B,385000,450000
E09000032,Wandsworth,E01004631,Wandsworth 022C,367500,720000
E09000023,Lewisham,E01003328,Lewisham 035C,407500,430000
E09000010,Enfield,E01001560,Enfield 035F,,
E09000026,Redbridge,E01003641,Redbridge 013C,444000,455500
E09000029,Sutton,E01004130,Sutton 003A,430000,442500
E09000029,Sutton,E01004164,Sutton 004A,365000,450000
E09000010,Enfield,E01001518,Enfield 016F,317498,412500
E09000026,Redbridge,E01003741,Redbridge 031E,409750,344000
E09000012,Hackney,E01001783,Hackney 026D,,
E09000009,Ealing,E01001218,Ealing 012A,271000,
E09000017,Hillingdon,E01002454,Hillingdon 014E,402500,412500
E09000022,Lambeth,E01003093,Lambeth 010B,372500,
E09000024,Merton,E01003415,Merton 017C,412500,480000
E09000032,Wandsworth,E01004522,Wandsworth 037C,433000,470000
E09000003,Barnet,E01000174,Barnet 006D,423625,487750
E09000006,Bromley,E01000732,Bromley 023D,521000,522500
E09000009,Ealing,E01001311,Ealing 001E,380500,390000
E09000010,Enfield,E01001511,Enfield 016D,407500,434000
E09000011,Greenwich,E01001601,Greenwich 032D,430000,535000
E09000011,Greenwich,E01001682,Greenwich 020D,332000,435000
E09000012,Hackney,E01001731,Hackney 017A,475000,500000
E09000012,Hackney,E01001801,Hackney 008B,495000,590000
E09000015,Harrow,E01002143,Harrow 005D,415000,475000
E09000016,Havering,E01002333,Havering 008A,401000,463500
E09000017,Hillingdon,E01002453,Hillingdon 014D,447000,438500
E09000017,Hillingdon,E01002511,Hillingdon 017E,433000,460000
E09000021,Kingston upon Thames,E01002932,Kingston upon Thames 006A,356800,458750
E09000023,Lewisham,E01003262,Lewisham 021E,400000,476000
E09000024,Merton,E01003367,Merton 005A,446250,489500
E09000024,Merton,E01003394,Merton 007A,530000,542000
E09000025,Newham,E01003568,Newham 017A,395000,350000
E09000026,Redbridge,E01003656,Redbridge 005A,350000,455500
E09000026,Redbridge,E01003657,Redbridge 005B,375000,525000
E09000026,Redbridge,E01003712,Redbridge 010D,387600,449950
E09000026,Redbridge,E01003749,Redbridge 001F,484000,535000
E09000026,Redbridge,E01003764,Redbridge 009F,588625,588750
E09000028,Southwark,E01003991,Southwark 017C,412500,426500
E09000028,Southwark,E01003999,Southwark 014E,315000,425000
E09000029,Sutton,E01004134,Sutton 003C,412500,490000
E09000030,Tower Hamlets,E01004296,Tower Hamlets 026D,490000,410000
E09000030,Tower Hamlets,E01032784,Tower Hamlets 004G,372498,410000
E09000031,Waltham Forest,E01004343,Waltham Forest 008A,477500,535250
E09000031,Waltham Forest,E01004347,Waltham Forest 011C,459000,445000
E09000031,Waltham Forest,E01004356,Waltham Forest 001D,460000,475000
E09000031,Waltham Forest,E01004450,Waltham Forest 006A,427000,470000
E09000028,Southwark,E01004000,Southwark 026A,565500,700000
E09000014,Haringey,E01002086,Haringey 013B,,280000
E09000017,Hillingdon,E01002456,Hillingdon 017C,395000,437500
E09000022,Lambeth,E01003121,Lambeth 006B,,
E09000017,Hillingdon,E01002425,Hillingdon 018D,390000,442500
E09000023,Lewisham,E01003317,Lewisham 020A,379000,434000
E09000014,Haringey,E01001976,Haringey 011A,400500,374000
E09000006,Bromley,E01000812,Bromley 028D,545000,395000
E09000010,Enfield,E01001469,Enfield 008A,406750,420000
E09000021,Kingston upon Thames,E01002963,Kingston upon Thames 007D,425000,405000
E09000014,Haringey,E01002083,Haringey 019A,405000,557500
E09000005,Brent,E01000484,Brent 006B,369000,
E09000016,Havering,E01002364,Havering 023C,428500,495000
E09000024,Merton,E01003372,Merton 008B,376000,469250
E09000026,Redbridge,E01003770,Redbridge 022B,407500,462500
E09000006,Bromley,E01000762,Bromley 018D,410000,485000
E09000017,Hillingdon,E01002422,Hillingdon 018A,415000,428000
E09000002,Barking and Dagenham,E01000067,Barking and Dagenham 011B,420000,455000
E09000006,Bromley,E01000745,Bromley 005D,385000,432500
E09000007,Camden,E01000891,Camden 007C,475000,
E09000006,Bromley,E01000742,Bromley 005C,350000,323750
E09000017,Hillingdon,E01002525,Hillingdon 029B,404500,445000
E09000017,Hillingdon,E01002536,Hillingdon 009D,445500,430000
E09000017,Hillingdon,E01002538,Hillingdon 005C,419250,395000
E09000018,Hounslow,E01002663,Hounslow 017D,317500,
E09000022,Lambeth,E01003070,Lambeth 033E,422000,428000
E09000022,Lambeth,E01003097,Lambeth 006A,505000,422500
E09000022,Lambeth,E01003113,Lambeth 032A,415000,500000
E09000023,Lewisham,E01003344,Lewisham 010D,520000,740000
E09000029,Sutton,E01004115,Sutton 009A,410000,479250
E09000031,Waltham Forest,E01004444,Waltham Forest 017D,380000,465000
E09000025,Newham,E01003532,Newham 010D,375000,
E09000030,Tower Hamlets,E01004260,Tower Hamlets 007B,392500,355000
E09000030,Tower Hamlets,E01004261,Tower Hamlets 010A,410000,
E09000016,Havering,E01002367,Havering 020E,277500,300000
E09000019,Islington,E01002782,Islington 012E,540000,
E09000031,Waltham Forest,E01004382,Waltham Forest 008C,380000,530000
E09000014,Haringey,E01002101,Haringey 007B,415000,424250
E09000017,Hillingdon,E01002488,Hillingdon 030B,390000,437500
E09000017,Hillingdon,E01002533,Hillingdon 005A,427500,440000
E09000008,Croydon,E01001159,Croydon 002C,465000,647000
E09000018,Hounslow,E01002629,Hounslow 011E,317500,500000
E09000007,Camden,E01000937,Camden 025B,384950,457500
E09000018,Hounslow,E01002679,Hounslow 009C,542000,390000
E09000009,Ealing,E01001244,Ealing 024E,398000,355000
E09000015,Harrow,E01002234,Harrow 011C,430000,440000
E09000017,Hillingdon,E01002518,Hillingdon 022C,438000,525000
E09000026,Redbridge,E01003664,Redbridge 019D,390000,440000
E09000026,Redbridge,E01003738,Redbridge 031B,450750,470000
E09000002,Barking and Dagenham,E01000068,Barking and Dagenham 016E,429000,461250
E09000003,Barnet,E01000250,Barnet 001C,382250,645000
E09000003,Barnet,E01000268,Barnet 005B,345000,390000
E09000003,Barnet,E01000286,Barnet 007E,430000,465000
E09000006,Bromley,E01000662,Bromley 026B,397500,490000
E09000006,Bromley,E01000829,Bromley 018E,437500,483000
E09000007,Camden,E01000855,Camden 028A,332000,319435
E09000008,Croydon,E01000993,Croydon 021D,400500,430000
E09000009,Ealing,E01001264,Ealing 010E,340000,429000
E09000010,Enfield,E01001472,Enfield 010D,365000,515000
E09000011,Greenwich,E01001650,Greenwich 019B,446000,480000
E09000011,Greenwich,E01001681,Greenwich 020C,446250,482500
E09000011,Greenwich,E01033734,Greenwich 004F,415000,430000
E09000014,Haringey,E01002047,Haringey 027C,728500,740000
E09000015,Harrow,E01002235,Harrow 011D,452500,422500
E09000016,Havering,E01002269,Havering 010B,362500,422000
E09000017,Hillingdon,E01002531,Hillingdon 029E,475000,450000
E09000019,Islington,E01002773,Islington 004D,375000,
E09000021,Kingston upon Thames,E01003002,Kingston upon Thames 016E,382000,456225
E09000021,Kingston upon Thames,E01003004,Kingston upon Thames 018D,420000,501250
E09000022,Lambeth,E01003025,Lambeth 021E,412500,590000
E09000022,Lambeth,E01003149,Lambeth 030D,387475,440000
E09000026,Redbridge,E01003642,Redbridge 013D,254000,460000
E09000027,Richmond upon Thames,E01003909,Richmond upon Thames 010E,521875,625000
E09000028,Southwark,E01003911,Southwark 020A,415000,365000
E09000029,Sutton,E01004077,Sutton 011B,364500,452000
E09000029,Sutton,E01004191,Sutton 008D,357000,467000
E09000030,Tower Hamlets,E01004283,Tower Hamlets 016A,415000,405000
E09000031,Waltham Forest,E01004374,Waltham Forest 025C,482500,577508
E09000031,Waltham Forest,E01004458,Waltham Forest 012C,513500,540500
E09000004,Bexley,E01000357,Bexley 009B,438000,500000
E09000006,Bromley,E01000672,Bromley 011A,424750,490000
E09000016,Havering,E01002292,Havering 022C,370000,420000
E09000023,Lewisham,E01003329,Lewisham 033A,442500,440000
E09000007,Camden,E01000905,Camden 012D,477975,484500
E09000010,Enfield,E01001468,Enfield 010B,375250,620000
E09000016,Havering,E01002285,Havering 025B,415000,450000
E09000023,Lewisham,E01003322,Lewisham 020D,428000,614500
E09000030,Tower Hamlets,E01004247,Tower Hamlets 020C,423000,
E09000005,Brent,E01000522,Brent 025C,450000,406000
E09000017,Hillingdon,E01002419,Hillingdon 006B,330500,525000
E09000006,Bromley,E01000706,Bromley 013D,445000,462000
E09000006,Bromley,E01032570,Bromley 042D,385000,400000
E09000009,Ealing,E01001258,Ealing 010B,347500,435000
E09000024,Merton,E01003414,Merton 017B,410000,440000
E09000026,Redbridge,E01003755,Redbridge 023B,370000,447500
E09000029,Sutton,E01004145,Sutton 007B,400000,452500
E09000029,Sutton,E01004147,Sutton 007D,413500,460000
E09000021,Kingston upon Thames,E01002942,Kingston upon Thames 018C,440000,489975
E09000031,Waltham Forest,E01004379,Waltham Forest 007A,480000,535000
E09000003,Barnet,E01000247,Barnet 002C,492500,510000
E09000006,Bromley,E01000780,Bromley 001B,335000,460000
E09000012,Hackney,E01001807,Hackney 003D,595000,
E09000026,Redbridge,E01003686,Redbridge 030D,,430500
E09000026,Redbridge,E01003740,Redbridge 031D,415000,496000
E09000028,Southwark,E01032805,Southwark 022F,495000,555000
E09000029,Sutton,E01004080,Sutton 011E,425000,530000
E09000030,Tower Hamlets,E01004197,Tower Hamlets 002A,470000,390000
E09000015,Harrow,E01002214,Harrow 031A,405000,462000
E09000006,Bromley,E01000679,Bromley 020E,425000,460000
E09000017,Hillingdon,E01002501,Hillingdon 026B,,479950
E09000010,Enfield,E01001474,Enfield 010E,435000,395000
E09000023,Lewisham,E01003314,Lewisham 024C,458888,492500
E09000029,Sutton,E01004193,Sutton 006D,391000,415000
E09000031,Waltham Forest,E01004401,Waltham Forest 014C,445000,551500
E09000022,Lambeth,E01003142,Lambeth 035C,455000,542500
E09000005,Brent,E01000557,Brent 015E,580000,690000
E09000018,Hounslow,E01002640,Hounslow 012C,432500,492000
E09000005,Brent,E01000525,Brent 031C,443125,
E09000009,Ealing,E01001270,Ealing 004A,412000,
E09000011,Greenwich,E01001582,Greenwich 021B,592500,405000
E09000016,Havering,E01002256,Havering 018B,388500,394783
E09000030,Tower Hamlets,E01004238,Tower Hamlets 008D,362500,413750
E09000031,Waltham Forest,E01004349,Waltham Forest 001A,375000,422500
E09000006,Bromley,E01000668,Bromley 020B,331995,415000
E09000006,Bromley,E01000656,Bromley 039C,439950,445000
E09000023,Lewisham,E01003201,Lewisham 007B,412500,393475
E09000029,Sutton,E01004168,Sutton 013E,433500,450000
E09000009,Ealing,E01001272,Ealing 006D,295000,
E09000014,Haringey,E01002090,Haringey 005A,485000,429000
E09000031,Waltham Forest,E01004367,Waltham Forest 019D,572500,633500
E09000004,Bexley,E01000325,Bexley 014A,412200,500000
E09000004,Bexley,E01000327,Bexley 017A,395000,557500
E09000004,Bexley,E01000353,Bexley 011A,450000,442500
E09000004,Bexley,E01000359,Bexley 009C,380000,453250
E09000005,Brent,E01000593,Brent 001E,437500,530000
E09000005,Brent,E01000638,Brent 024A,421750,
E09000005,Brent,E01000641,Brent 024C,365000,395000
E09000006,Bromley,E01000691,Bromley 002C,443500,486500
E09000007,Camden,E01000901,Camden 007D,565000,400000
E09000008,Croydon,E01001018,Croydon 044A,392500,490000
E09000008,Croydon,E01001158,Croydon 005E,330000,400000
E09000009,Ealing,E01001271,Ealing 001B,360000,510000
